eventID,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,eventDate,eventTime,startDayOfYear,country,countryCode,locality,locationID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,type,ownerInstitutionCode,eventRemarks
2016-WHEELER (BRUNWK)-1,Area Survey,Observer Time,66,Acre,2016-07-16,,198,United States of America,USA,Brunswick,WHEELER (BRUNWK),44.708384,-71.6395333,WGS94,10,Event,VCE,
2016-WILLOUGHBY-1,Area Survey,Observer Time,1653,Acre,2016-07-16,,198,United States of America,USA,Westmore,WILLOUGHBY,44.7519942,-72.0628763,WGS94,10,Event,VCE,
2016-WOLCOTT-1,Area Survey,Observer Time,74,Acre,2016-07-16,,198,United States of America,USA,Wolcott,WOLCOTT,44.56532569,-72.42045722,WGS94,10,Event,VCE,flying 8:30 did not see land but not other water nearby so likely landed at some point
2016-WOODBURY-1,Area Survey,Observer Time,142,Acre,2016-07-16,,198,United States of America,USA,Woodbury,WOODBURY,44.43,-72.42,WGS94,10,Event,VCE,missed
2016-WOODWARD-1,Area Survey,Observer Time,106,Acre,2016-07-16,,198,United States of America,USA,Plymouth,WOODWARD,43.56577923,-72.75853066,WGS94,10,Event,VCE,
2016-ZACK WOODS-1,Area Survey,Observer Time,23,Acre,2016-07-16,,198,United States of America,USA,Hyde Park,ZACK WOODS,44.6106072,-72.5012221,WGS94,10,Event,VCE,
2017-AMHERST-1,Area Survey,Observer Time,81,Acre,2017-07-15,,196,United States of America,USA,Plymouth,AMHERST,43.4856261,-72.7042639,WGS94,10,Event,VCE,no loons heard or seen
2017-ARROWHEAD MOUNTAIN-1,Area Survey,Observer Time,760,Acre,2017-07-15,,196,United States of America,USA,Milton,ARROWHEAD MOUNTAIN,44.67,-73.1,WGS94,10,Event,VCE,
2017-BAKER (BARTON)-1,Area Survey,Observer Time,51,Acre,2017-07-15,,196,United States of America,USA,Barton,BAKER (BARTON),44.746438,-72.2348255,WGS94,10,Event,VCE,
2017-BAKER (BRKFLD)-1,Area Survey,Observer Time,35,Acre,2017-07-15,,196,United States of America,USA,Brookfield,BAKER (BRKFLD),44.07,-72.63,WGS94,10,Event,VCE,
2017-BALD HILL-1,Area Survey,Observer Time,108,Acre,2017-07-15,,196,United States of America,USA,Westmore,BALD HILL,44.7394947,-71.9778742,WGS94,10,Event,VCE,
2017-BEAN (SUTTON)-1,Area Survey,Observer Time,30,Acre,2017-07-15,,196,United States of America,USA,Sutton,BEAN (SUTTON),44.6983842,-72.0862101,WGS94,10,Event,VCE,
2017-BEAVER (HOLLND)-1,Area Survey,Observer Time,40,Acre,2017-07-15,,196,United States of America,USA,Holland,BEAVER (HOLLND),45.0047684,-71.9398184,WGS94,10,Event,VCE,
2017-BEEBE (HUBDTN)-1,Area Survey,Observer Time,111,Acre,2017-07-15,,196,United States of America,USA,Hubbardton,BEEBE (HUBDTN),43.7342306,-73.1831677,WGS94,10,Event,VCE,
2017-BEEBE (SUNDLD)-1,Area Survey,Observer Time,13,Acre,2017-07-15,,196,United States of America,USA,Sunderland,BEEBE (SUNDLD),43.0523,-73.0320481,WGS94,10,Event,VCE,
2017-BEECHER-1,Area Survey,Observer Time,15,Acre,2017-07-15,,196,United States of America,USA,Brighton,BEECHER,44.8117157,-71.849539,WGS94,10,Event,VCE,Observed from shore for 45 minutes 2 adult loons 1 chick on parents back
2017-BERLIN-1,Area Survey,Observer Time,293,Acre,2017-07-15,,196,United States of America,USA,Berlin,BERLIN,44.18,-72.58,WGS94,10,Event,VCE,
2017-BOURN-1,Area Survey,Observer Time,48,Acre,2017-07-15,,196,United States of America,USA,Sunderland,BOURN,43.1061882,-73.0020474,WGS94,10,Event,VCE,
2017-BRANCH-1,Area Survey,Observer Time,34,Acre,2017-07-15,,196,United States of America,USA,Sunderland,BRANCH,43.0809107,-73.0189922,WGS94,10,Event,VCE,
2017-BROWNINGTON-1,Area Survey,Observer Time,139,Acre,2017-07-15,,196,United States of America,USA,Brownington,BROWNINGTON,44.8786588,-72.1476007,WGS94,10,Event,VCE,
2017-BRUCE-1,Area Survey,Observer Time,27,Acre,2017-07-15,,196,United States of America,USA,Sutton,BRUCE,44.6403295,-72.187046,WGS94,10,Event,VCE,nesting site half in water
2017-BUCK-1,Area Survey,Observer Time,39,Acre,2017-07-15,,196,United States of America,USA,Woodbury,BUCK,44.462555,-72.3995513,WGS94,10,Event,VCE,
2017-BURR (SUDBRY)-1,Area Survey,Observer Time,85,Acre,2017-07-15,,196,United States of America,USA,Sudbury,BURR (SUDBRY),43.77,-73.18,WGS94,10,Event,VCE,
2017-CASPIAN-1,Area Survey,Observer Time,789,Acre,2017-07-15,,196,United States of America,USA,Greensboro,CASPIAN,44.58,-72.32,WGS94,10,Event,VCE,"2 diving, 1 diving and calling, 5 rafted up, 2 were sitting, adult and chick swimming slowly NW bay"
2017-CENTER-1,Area Survey,Observer Time,79,Acre,2017-07-15,,196,United States of America,USA,Newark,CENTER,44.7144953,-71.9198175,WGS94,10,Event,VCE,"The nesting pair seemed interested in the nesting raft. ""Cupping"" activity was evident in the nesting bowl, but no egg shell fragments or sign of a chick was observed."
2017-CHANDLER (WHLOCK)-1,Area Survey,Observer Time,68,Acre,2017-07-15,,196,United States of America,USA,Wheelock,CHANDLER (WHLOCK),44.53,-72.1,WGS94,10,Event,VCE,Two adults and a newly hatched chick.
2017-CHIPMAN-1,Area Survey,Observer Time,79,Acre,2017-07-15,,196,United States of America,USA,Tinmouth,CHIPMAN,43.408405,-73.0301051,WGS94,10,Event,VCE,
2017-CHITTENDEN-1,Area Survey,Observer Time,702,Acre,2017-07-15,,196,United States of America,USA,Chittenden,CHITTENDEN,43.73,-72.92,WGS94,10,Event,VCE,"2 adults & 2 chicks near eastern nesting raft, 2 adults & 2 chicks middle of western section just above Mountain Top cove"
2017-TILDYS-1,Area Survey,Observer Time,33,Acre,2017-07-15,,196,United States of America,USA,Glover,TILDYS,44.65,-72.2,WGS94,10,Event,VCE,2 adults swimming together
2017-CLYDE-1,Area Survey,Observer Time,186,Acre,2017-07-15,,196,United States of America,USA,Derby,CLYDE,44.9353246,-72.1712124,WGS94,10,Event,VCE,
2017-COLBY-1,Area Survey,Observer Time,20,Acre,2017-07-15,,196,United States of America,USA,Plymouth,COLBY,43.47,-72.67,WGS94,10,Event,VCE,No loons observed
2017-COLCHESTER-1,Area Survey,Observer Time,186,Acre,2017-07-15,,196,United States of America,USA,Colchester,COLCHESTER,44.5550488,-73.1195741,WGS94,10,Event,VCE,surveyed entire pond ... no loons
2017-COLES-1,Area Survey,Observer Time,125,Acre,2017-07-15,,196,United States of America,USA,Walden,COLES,44.52,-72.22,WGS94,10,Event,VCE,2 adults & 1 chick (2 weeks old)
2017-COLLINS-1,Area Survey,Observer Time,16,Acre,2017-07-15,,196,United States of America,USA,Hyde Park,COLLINS,44.6214402,-72.5042778,WGS94,10,Event,VCE,
2017-COMERFORD-1,Area Survey,Observer Time,777,Acre,2017-07-15,,196,United States of America,USA,Waterford,COMERFORD,44.33,-72.02,WGS94,10,Event,VCE,
2017-CRANBERRY MEADOW-1,Area Survey,Observer Time,28,Acre,2017-07-15,,196,United States of America,USA,Woodbury,CRANBERRY MEADOW,44.4208892,-72.4573301,WGS94,10,Event,VCE,
2017-CRYSTAL (BARTON)-1,Area Survey,Observer Time,763,Acre,2017-07-15,,196,United States of America,USA,Barton,CRYSTAL (BARTON),44.7467161,-72.1762128,WGS94,10,Event,VCE,Adults feeding north end of lake
2017-DANBY-1,Area Survey,Observer Time,56,Acre,2017-07-15,,196,United States of America,USA,Danby,DANBY,43.3650727,-73.0506606,WGS94,10,Event,VCE,
2017-DANIELS-W-1,Area Survey,Observer Time,20,Acre,2017-07-15,,196,United States of America,USA,Glover,DANIELS-W,44.68,-72.28,WGS94,10,Event,VCE,
2017-DANIELS-1,Area Survey,Observer Time,66,Acre,2017-07-15,,196,United States of America,USA,Glover,DANIELS,44.6767173,-72.2626038,WGS94,10,Event,VCE,
2017-DERBY-1,Area Survey,Observer Time,207,Acre,2017-07-15,,196,United States of America,USA,Derby,DERBY,44.9542134,-72.1162109,WGS94,10,Event,VCE,"2 Loons were fishing together, a 3rd one flew in and joined them, all adults"
2017-VALLEY-1,Area Survey,Observer Time,88,Acre,2017-07-15,,196,United States of America,USA,Woodbury,VALLEY,44.447,-72.441,WGS94,10,Event,VCE,"One breeding pair with two, one month old chicks (hatched mid June), and 2 adult loons"
2017-DUNMORE-1,Area Survey,Observer Time,985,Acre,2017-07-15,,196,United States of America,USA,Salisbury,DUNMORE,43.9020068,-73.0753915,WGS94,10,Event,VCE,5 birds seen. 4 being reported as onearly bird is likely to be the same individual. Mailing in the map of the lake where they were seen
2017-ECHO (CHARTN)-1,Area Survey,Observer Time,550,Acre,2017-07-15,,196,United States of America,USA,Charleston,ECHO (CHARTN),44.8603262,-71.994819,WGS94,10,Event,VCE,Incubating??
2017-ECHO (HUBDTN)-1,Area Survey,Observer Time,54,Acre,2017-07-15,,196,United States of America,USA,Hubbardton,ECHO (HUBDTN),43.7458969,-73.1828902,WGS94,10,Event,VCE,
2017-ECHO (PLYMTH)-1,Area Survey,Observer Time,104,Acre,2017-07-15,,196,United States of America,USA,Plymouth,ECHO (PLYMTH),43.4734041,-72.6998192,WGS94,10,Event,VCE,No loons observed
2017-EDEN-1,Area Survey,Observer Time,194,Acre,2017-07-15,,196,United States of America,USA,Eden,EDEN,44.7225493,-72.5017778,WGS94,10,Event,VCE,
2017-ELLIGO-1,Area Survey,Observer Time,174,Acre,2017-07-15,,196,United States of America,USA,Greensboro,ELLIGO,44.600052,-72.3551065,WGS94,10,Event,VCE,I Saw the male and female plus 2 chicks
2017-ELMORE-1,Area Survey,Observer Time,219,Acre,2017-07-15,,196,United States of America,USA,Elmore,ELMORE,44.5347752,-72.5253897,WGS94,10,Event,VCE,
2017-EMERALD-1,Area Survey,Observer Time,28,Acre,2017-07-15,,196,United States of America,USA,Dorset,EMERALD,43.2753523,-73.0064924,WGS94,10,Event,VCE,
2017-EWELL-1,Area Survey,Observer Time,51,Acre,2017-07-15,,196,United States of America,USA,Peacham,EWELL,44.37,-72.17,WGS94,10,Event,VCE,We saw a nesting pair of loons with two chicks
2017-FAIRLEE-1,Area Survey,Observer Time,457,Acre,2017-07-15,,196,United States of America,USA,Fairlee,FAIRLEE,43.88,-72.23,WGS94,10,Event,VCE,
2017-FERN-1,Area Survey,Observer Time,69,Acre,2017-07-15,,196,United States of America,USA,Leicester,FERN,43.8656187,-73.0698352,WGS94,10,Event,VCE,
2017-FLAGG-1,Area Survey,Observer Time,111,Acre,2017-07-15,,196,United States of America,USA,Wheelock,FLAGG,44.5653311,-72.2073241,WGS94,10,Event,VCE,
2017-FOREST (AVERLL)-1,Area Survey,Observer Time,62,Acre,2017-07-15,,196,United States of America,USA,Averill,FOREST (AVERLL),44.9847686,-71.6814803,WGS94,10,Event,VCE,2 adults and 1 chick feeding and diving
2017-FOSTERS-1,Area Survey,Observer Time,61,Acre,2017-07-15,,196,United States of America,USA,Peacham,FOSTERS,44.3297812,-72.20982,WGS94,10,Event,VCE,
2017-GALE MEADOWS-1,Area Survey,Observer Time,195,Acre,2017-07-15,,196,United States of America,USA,Londonderry,GALE MEADOWS,43.17,-72.87,WGS94,10,Event,VCE,
2017-GLEN-1,Area Survey,Observer Time,206,Acre,2017-07-15,,196,United States of America,USA,Fair Haven,GLEN,43.67,-73.23,WGS94,10,Event,VCE,
2017-GREAT AVERILL-1,Area Survey,Observer Time,828,Acre,2017-07-15,,196,United States of America,USA,Averill,GREAT AVERILL,44.98,-71.7,WGS94,10,Event,VCE,"We saw 1 loon in the southeast end of the lake off the sand beach., at 09:00. A second loon was sighted off the point on the south end of the lake at 09:10. A pair of loons as seen at the northwest end of the lake, at the nesting raft, at the northwest end of the lake, 1 was on the nest and slid off into the water while we were observing them. This was at 09:25. A total of 4 loons were seen. We also saw a bald eagle flying along the east shore near the south end, and 2 canada geese on the shore at waters edge, at the northwest end of the lake."
2017-GREAT HOSMER-1,Area Survey,Observer Time,140,Acre,2017-07-15,,196,United States of America,USA,Craftsbury,GREAT HOSMER,44.6947722,-72.3606624,WGS94,10,Event,VCE,
2017-GREEN RIVER-1,Area Survey,Observer Time,554,Acre,2017-07-15,,196,United States of America,USA,Hyde Park,GREEN RIVER,44.629268,-72.515443,WGS94,10,Event,VCE,"Survey was done by 4 teams departing from the same location and  then surveying in 4 designated areas. Totals compiled avoiding any duplication. North (north of campsites 17-11) - near Loon Island, one adult and one chick; Central Area (south of campsites 17-11 and north of campsites 30-6) one adult; South East (south of campsites 30-6 and east of Big Island and campsite 1) 8 adults; South West (West of campsites 20-12, Big Island, and campsites 30-1, this area  includes Merganser Inlet and the Access Bay) 2 adults and 2 chicks. Detailed map with locations of each sighting sent by mail to Eric Hansen. The 12 adults seen are assumed to be the 4 breeding pairs, two of which produced chicks ,  and 4 visiting adults. Survey done by members of the Friends of Green River Board - Charlotte and Tom Kastner, Sheila Goss, Ronald Kelley, and Sally Laughlin."
2017-GREENWOOD-1,Area Survey,Observer Time,96,Acre,2017-07-15,,196,United States of America,USA,Woodbury,GREENWOOD,44.4586661,-72.4253853,WGS94,10,Event,VCE,"One on nest, one SE lake."
2017-GROTON-1,Area Survey,Observer Time,422,Acre,2017-07-15,,196,United States of America,USA,Groton,GROTON,44.2667271,-72.2662089,WGS94,10,Event,VCE,
2017-GROUT-1,Area Survey,Observer Time,84,Acre,2017-07-15,,196,United States of America,USA,Stratton,GROUT,43.0445226,-72.9456567,WGS94,10,Event,VCE,For info on the First adult see comments  under the photo submitted. The second adult was seen in the middle of the pond favoring the northern end.
2017-HALLS-1,Area Survey,Observer Time,85,Acre,2017-07-15,,196,United States of America,USA,Newbury,HALLS,44.085898,-72.1231473,WGS94,10,Event,VCE,
2017-HARDWICK-1,Area Survey,Observer Time,145,Acre,2017-07-15,,196,United States of America,USA,Hardwick,HARDWICK,44.52,-72.37,WGS94,10,Event,VCE,Assume saw at least 1A and 1C
2017-HARDWOOD-1,Area Survey,Observer Time,44,Acre,2017-07-15,,196,United States of America,USA,Elmore,HARDWOOD,44.4678324,-72.4995546,WGS94,10,Event,VCE,
2017-NORTH HARTLAND-1,Area Survey,Observer Time,215,Acre,2017-07-15,,196,United States of America,USA,Hartland,NORTH HARTLAND,43.62,-72.37,WGS94,10,Event,VCE,
2017-HARTWELL-1,Area Survey,Observer Time,16,Acre,2017-07-15,,196,United States of America,USA,Albany,HARTWELL,44.7044943,-72.293716,WGS94,10,Event,VCE,Not sure - misentry into ebird
2017-HARVEYS-1,Area Survey,Observer Time,351,Acre,2017-07-15,,196,United States of America,USA,Barnet,HARVEYS,44.3,-72.13,WGS94,10,Event,VCE,2 adults and one chick in western area of lake. One adult on east side of lake.
2017-HOLLAND-1,Area Survey,Observer Time,325,Acre,2017-07-15,,196,United States of America,USA,Holland,HOLLAND,44.9867132,-71.9281516,WGS94,10,Event,VCE,"Seven loons observed in total, including two pair on Holland Pond, plus a pair and a chick at Beaver Pond.  No loons seen on Turtle or Round Ponds, all in the town of Holland.  No successful loon nesting on Holland Pond this year.  Southern pair have not taken to nesting raft; northern pair attempted but nest bowl was flooded by rain storm in June."
2017-HORTONIA-1,Area Survey,Observer Time,479,Acre,2017-07-15,,196,United States of America,USA,Hubbardton,HORTONIA,43.7500632,-73.2078906,WGS94,10,Event,VCE,
2017-HOWE-1,Area Survey,Observer Time,52,Acre,2017-07-15,,196,United States of America,USA,Readsboro,HOWE,42.7842485,-72.9859342,WGS94,10,Event,VCE,
2017-INDIAN BROOK (ESSEX)-1,Area Survey,Observer Time,50,Acre,2017-07-15,,196,United States of America,USA,Essex,INDIAN BROOK (ESSEX),44.53,-73.1,WGS94,10,Event,VCE,"scanned entire reservoir but no sighting today, had seen and VT ebird-reported a single adult loon here during the previous week"
2017-IROQUOIS-1,Area Survey,Observer Time,243,Acre,2017-07-15,,196,United States of America,USA,Hinesburg,IROQUOIS,44.37,-73.08,WGS94,10,Event,VCE,
2017-ISLAND-1,Area Survey,Observer Time,626,Acre,2017-07-15,,196,United States of America,USA,Brighton,ISLAND,44.8050491,-71.8706504,WGS94,10,Event,VCE,Unsure if 2A and 1C or 1A and 2C; also check if Island Pond or not
2017-JOES (DANVLL)-1,Area Survey,Observer Time,396,Acre,2017-07-15,,196,United States of America,USA,Danville,JOES (DANVLL),44.4083904,-72.1945436,WGS94,10,Event,VCE,"1 adult and 1 chick nw Joe's Pond at 8:16am, 2 adults sited at south side of 3rd pond at 8:40am, 1 adult sited so side of Priests island at 9:29a,"
2017-KEISER-1,Area Survey,Observer Time,33,Acre,2017-07-15,,196,United States of America,USA,Danville,KEISER,44.3864467,-72.1706537,WGS94,10,Event,VCE,"1 adult Loon.  I heard it calling earlier in the day, prior to observing.  Also saw it by itself in the afternoon.  kept watch to see if any more Loons might arrive on the pond.  Loon called off and on earlier in the day."
2017-KENT-1,Area Survey,Observer Time,99,Acre,2017-07-15,,196,United States of America,USA,Killington,KENT,43.68,-72.8,WGS94,10,Event,VCE,"Initially observed (2) adult loons and (1) juvenile on the southwest side of the pond.  A third adult approached from the north end of the pond.  The two original adults left the juvenile close to shore and appeared to escort the 3rd adult away, to the north.  Some aggression was witnessed, for the third adult appeared to be an intruder.  Shortly thereafter, the two original adults swan south on western shore toward juvenile.  The third, (or intruder) seems to be no where in sight now."
2017-KETTLE-1,Area Survey,Observer Time,109,Acre,2017-07-15,,196,United States of America,USA,Peacham,KETTLE,44.2947817,-72.3181558,WGS94,10,Event,VCE,Possible 2nd adult on nest. EH
2017-KNAPP BROOK #1-1,Area Survey,Observer Time,25,Acre,2017-07-15,,196,United States of America,USA,Cavendish,KNAPP BROOK #1,43.447016,-72.5662041,WGS94,10,Event,VCE,
2017-KNAPP BROOK #2-1,Area Survey,Observer Time,35,Acre,2017-07-15,,196,United States of America,USA,Cavendish,KNAPP BROOK #2,43.45,-72.57,WGS94,10,Event,VCE,
2017-LEWIS-1,Area Survey,Observer Time,68,Acre,2017-07-15,,196,United States of America,USA,Lewis,LEWIS,44.8833812,-71.7806495,WGS94,10,Event,VCE,
2017-LITTLE AVERILL-1,Area Survey,Observer Time,467,Acre,2017-07-15,,196,United States of America,USA,Averill,LITTLE AVERILL,44.9556024,-71.7162039,WGS94,10,Event,VCE,
2017-LITTLE HOSMER-1,Area Survey,Observer Time,180,Acre,2017-07-15,,196,United States of America,USA,Craftsbury,LITTLE HOSMER,44.68,-72.38,WGS94,10,Event,VCE,"Loon (1) floating, fishing at boat access.  Loon (2) off nest initially, floating just west of large island for about 10 minutes then on nest for remainder of survey"
2017-LONG (EDEN)-1,Area Survey,Observer Time,97,Acre,2017-07-15,,196,United States of America,USA,Eden,LONG (EDEN),44.77,-72.6,WGS94,10,Event,VCE,"The adult loon pair were hanging out at the further end of the pond from the nesting site. One often dove for fish and mostly vegetation a gave it to the other. The other had a small chick on its back.  Intermittent calls, non-threatening. One bald eagle did fly around but did not bother them. Same with the geese."
2017-LONG (GRNSBO)-1,Area Survey,Observer Time,100,Acre,2017-07-15,,196,United States of America,USA,Greensboro,LONG (GRNSBO),44.6256073,-72.263437,WGS94,10,Event,VCE,
2017-LONG (SHEFLD)-1,Area Survey,Observer Time,38,Acre,2017-07-15,,196,United States of America,USA,Sheffield,LONG (SHEFLD),44.6767178,-72.1437116,WGS94,10,Event,VCE,
2017-LONG (WESTMR)-1,Area Survey,Observer Time,90,Acre,2017-07-15,,196,United States of America,USA,Westmore,LONG (WESTMR),44.7506056,-72.0178751,WGS94,10,Event,VCE,
2017-LOWER SYMES-1,Area Survey,Observer Time,77,Acre,2017-07-15,,196,United States of America,USA,Ryegate,LOWER SYMES,44.25,-72.1,WGS94,10,Event,VCE,
2017-LYFORD-1,Area Survey,Observer Time,33,Acre,2017-07-15,,196,United States of America,USA,Walden,LYFORD,44.4456114,-72.2467681,WGS94,10,Event,VCE,
2017-MAIDSTONE-1,Area Survey,Observer Time,745,Acre,2017-07-15,,196,United States of America,USA,Maidstone,MAIDSTONE,44.6486637,-71.6470329,WGS94,10,Event,VCE,Found one loon on the east shore near state day use area.  Spotted six loons together toward the west shore about mid-way down the lake. Two more seen near the island in the middle south end.  One loon see flying from south to north.
2017-MARTINS-1,Area Survey,Observer Time,82,Acre,2017-07-15,,196,United States of America,USA,Peacham,MARTINS,44.3,-72.22,WGS94,10,Event,VCE,
2017-MAY-1,Area Survey,Observer Time,116,Acre,2017-07-15,,196,United States of America,USA,Barton,MAY,44.7417164,-72.1228779,WGS94,10,Event,VCE,
2017-MEMPHREMAGOG-1,Area Survey,Observer Time,5966,Acre,2017-07-15,,196,United States of America,USA,Derby,MEMPHREMAGOG,44.9853239,-72.2151023,WGS94,10,Event,VCE,Check Don and others?
2017-METCALF-1,Area Survey,Observer Time,81,Acre,2017-07-15,,196,United States of America,USA,Fletcher,METCALF,44.7283824,-72.8840236,WGS94,10,Event,VCE,"Observed 2 loons,  One in the water and the other on a nest.  Loons have been on this nest since May 18."
2017-MILES-1,Area Survey,Observer Time,215,Acre,2017-07-15,,196,United States of America,USA,Concord,MILES,44.45,-71.82,WGS94,10,Event,VCE,
2017-MILL (WINDSR)-1,Area Survey,Observer Time,77,Acre,2017-07-15,,196,United States of America,USA,Windsor,MILL (WINDSR),43.4711828,-72.3967575,WGS94,10,Event,VCE,
2017-MILLER (STRFRD)-1,Area Survey,Observer Time,64,Acre,2017-07-15,,196,United States of America,USA,Strafford,MILLER (STRFRD),43.9,-72.3,WGS94,10,Event,VCE,
2017-MINARDS-1,Area Survey,Observer Time,46,Acre,2017-07-15,,196,United States of America,USA,Rockingham,MINARDS,43.15,-72.47,WGS94,10,Event,VCE,
2017-MOLLYS-1,Area Survey,Observer Time,38,Acre,2017-07-15,,196,United States of America,USA,Cabot,MOLLYS,44.3939461,-72.2359332,WGS94,10,Event,VCE,2 Loons sighted at SW portion of pond.  No apparent nesting.  Fishing together and some courting behavior.   Chased duck away.
2017-MOLLYS FALLS-1,Area Survey,Observer Time,397,Acre,2017-07-15,,196,United States of America,USA,Marshfield,MOLLYS FALLS,44.35,-72.28,WGS94,10,Event,VCE,"5 adults & 2 chicks; the chicks were with a single adult; all loons observed in the center of the entire pond, i.e. not at the Route 2 boat launch or at the far south end where the river is. Adult and 2 chicks swimming south on western shore; 2 swimming adults just lateral to this family but equidistant from west/east shores (center of pond); 2 adults slightly more north of aforementioned loons in deep water diving & surfacing."
2017-MOORE-1,Area Survey,Observer Time,1235,Acre,2017-07-15,,196,United States of America,USA,Waterford,MOORE,44.33,-71.87,WGS94,10,Event,VCE,
2017-MOREY-1,Area Survey,Observer Time,547,Acre,2017-07-15,,196,United States of America,USA,Fairlee,MOREY,43.9247901,-72.1498123,WGS94,10,Event,VCE,
2017-MUD (HYDEPK)-1,Area Survey,Observer Time,14,Acre,2017-07-15,,196,United States of America,USA,Hyde Park,MUD (HYDEPK),44.605885,-72.5034444,WGS94,10,Event,VCE,
2017-MUD (LEICTR)-1,Area Survey,Observer Time,35,Acre,2017-07-15,,196,United States of America,USA,Leicester,MUD (LEICTR),43.88,-73.08,WGS94,10,Event,VCE,
2017-MUD (MORGAN)-N-1,Area Survey,Observer Time,35,Acre,2017-07-15,,196,United States of America,USA,Morgan,MUD (MORGAN)-N,44.9172696,-72.0448202,WGS94,10,Event,VCE,No loons seen or heard
2017-MUD (PEACHM)-1,Area Survey,Observer Time,34,Acre,2017-07-15,,196,United States of America,USA,Peacham,MUD (PEACHM),44.3072818,-72.2125974,WGS94,10,Event,VCE,
2017-NEAL-1,Area Survey,Observer Time,186,Acre,2017-07-15,,196,United States of America,USA,Lunenburg,NEAL,44.4897795,-71.6920327,WGS94,10,Event,VCE,Kirsti Carr observed 1 adult at 9:07
2017-FOREST (CALAIS)-1,Area Survey,Observer Time,133,Acre,2017-07-15,,196,United States of America,USA,Woodbury,FOREST (CALAIS),44.4083895,-72.4412182,WGS94,10,Event,VCE,2 adults in main pond
2017-NEWARK-1,Area Survey,Observer Time,153,Acre,2017-07-15,,196,United States of America,USA,Newark,NEWARK,44.7175509,-71.9823186,WGS94,10,Event,VCE,2 adults and 2 chicks feeding in front of our camp.  very foggy
2017-NICHOLS-1,Area Survey,Observer Time,171,Acre,2017-07-15,,196,United States of America,USA,Woodbury,NICHOLS,44.45,-72.35,WGS94,10,Event,VCE,
2017-NINEVAH-1,Area Survey,Observer Time,171,Acre,2017-07-15,,196,United States of America,USA,Mt. Holly,NINEVAH,43.47,-72.75,WGS94,10,Event,VCE,"I saw two adult loons and a chick in the western and west-central part of the lake.  First I heard a call, then I saw one adult, then another call near the shore and when I kayaked over, it was the other adult (presumably mother?) with the chick. She would make a soothing sort of coo sometimes, a sound I'd never heard. Then they swam over to the other adult and after that they all swam together, except when the adults would dive and come up a distance away, then swim back to the chick. The chick took a couple of brief dives too.  They are so beautiful!  I was the only a human on the lake, privileged to be with the loon family."
2017-MIRROR-1,Area Survey,Observer Time,85,Acre,2017-07-15,,196,United States of America,USA,Calais,MIRROR,44.4,-72.45,WGS94,10,Event,VCE,
2017-NORTH SPRINGFIELD-1,Area Survey,Observer Time,290,Acre,2017-07-15,,196,United States of America,USA,Springfield,NORTH SPRINGFIELD,43.35,-72.5,WGS94,10,Event,VCE,
2017-NORTON-1,Area Survey,Observer Time,583,Acre,2017-07-15,,196,United States of America,USA,Norton,NORTON,44.93,-71.87,WGS94,10,Event,VCE,"There were 3 breeding/ nesting pairs on the lake, and many lone individuals."
2017-NOTCH-1,Area Survey,Observer Time,22,Acre,2017-07-15,,196,United States of America,USA,Ferdinand,NOTCH,44.7406056,-71.7173137,WGS94,10,Event,VCE,
2017-NOYES-1,Area Survey,Observer Time,39,Acre,2017-07-15,,196,United States of America,USA,Groton,NOYES,44.23,-72.32,WGS94,10,Event,VCE,No loons seen during the observation period from eastern shore.
2017-NULHEGAN-1,Area Survey,Observer Time,37,Acre,2017-07-15,,196,United States of America,USA,Brighton,NULHEGAN,44.791716,-71.8178717,WGS94,10,Event,VCE,
2017-OSMORE-1,Area Survey,Observer Time,48,Acre,2017-07-15,,196,United States of America,USA,Groton,OSMORE,44.3083926,-72.2781547,WGS94,10,Event,VCE,
2017-PEACHAM-1,Area Survey,Observer Time,340,Acre,2017-07-15,,196,United States of America,USA,Peacham,PEACHAM,44.33,-72.27,WGS94,10,Event,VCE,2 that appear to be the pair usually on North arm of lake were near dam. Other 4 together in SW cove but also seen all along southern shore.
2017-PENSIONER-1,Area Survey,Observer Time,173,Acre,2017-07-15,,196,United States of America,USA,Charleston,PENSIONER,44.8736591,-72.0573206,WGS94,10,Event,VCE,
2017-PIGEON-1,Area Survey,Observer Time,69,Acre,2017-07-15,,196,United States of America,USA,Groton,PIGEON,44.245894,-72.3284329,WGS94,10,Event,VCE,"Two adult loons and two recently hatched chicks were observed swimming, feeding and diving."
2017-RAPONDA-1,Area Survey,Observer Time,121,Acre,2017-07-15,,196,United States of America,USA,Wilmington,RAPONDA,42.8750812,-72.8175965,WGS94,10,Event,VCE,
2017-RESCUE-1,Area Survey,Observer Time,180,Acre,2017-07-15,,196,United States of America,USA,Ludlow,RESCUE,43.45,-72.7,WGS94,10,Event,VCE,Flew in near red bridge. After a few minutes it dived down and then came up about 250 feet from me (you could imagine my surprise). It groomed itself as I sat there and it gave a wail twice. I paddled parallel until it was behind me as I went back to the boat ramp. I heard it wail one more time but no one answered it.
